id,ime,regija,mesto,velikost,cena,tip,leto,adaptirano,nadstropje,agencija,opis,url 
6283305,lj-center-odlicna-lokacija-beethovnova-stanovanje,LJ-mesto,Lj. Center,62.6,1000.0,dvosobno,1927,2018,PK,"INBA, nepremičninska družba, d.o.o.","62,6 m2, 2-sobno, poslovni apartma, zgrajeno l. 1927, adaptirano l. 2018, PK/5 nad., Lepo opremljeno stanovanje na odlič...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-odlicna-lokacija-beethovnova-stanovanje_6283305/
6298807,lj-center-poljanska-cesta-stanovanje,LJ-mesto,Lj. Center,53.5,800.0,trisobno,2007,2018,P,Zasebna ponudba,"53,5 m2, 3-sobno, zgrajeno l. 2007, adaptirano l. 2018, P/5 nad., Atrisko stanovanje z garažo, CK, STV, novo opremljeno,...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-poljanska-cesta-stanovanje_6298807/
6186369,lj-center-poljanska-cesta-stanovanje,LJ-mesto,Lj. Center,79.0,950.0,trisobno,1977,,,Zasebna ponudba,"79 m2, 3-sobno, zgrajeno l. 1977, 4. nad., z garažo, dobra lokacija, resni pišite: apartment. ljubljana. si@gmail. com, ...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-poljanska-cesta-stanovanje_6186369/
6285342,lj-center-prazakova-ulic-stanovanje,LJ-mesto,Lj. Center,65.0,1000.0,dvoinpolsobno,1908,2006,3,Zasebna ponudba,"65 m2, 2,5-sobno, v stavbi zgrajeni l. 1908, adaptirano l. 2006, 3/3 nad., oddamo. Cena: 1.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-prazakova-ulic-stanovanje_6285342/
6300233,lj-center-presernova-cesta-stanovanje,LJ-mesto,Lj. Center,63.0,900.0,dvosobno,1894,2010,4,Zasebna ponudba,"63 m2, 2-sobno, zgrajeno l. 1894, adaptirano l. 2010, 4/4 nad., oddamo. Cena: 900,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-presernova-cesta-stanovanje_6300233/
6300398,lj-center-pri-francoski-ambasadi-stanovanje,LJ-mesto,Lj. Center,179.0,1500.0,,2019,2019,1,"Rebernik nepremičnine, Samo Rebernik s.p.","179 m2, 4-sobno, adaptirano l. 2019, 1/P+1+M, Na odlični lokaciji v neposredni bližini mestnega jedra Ljubljana, oddamo ...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-pri-francoski-ambasadi-stanovanje_6300398/
6301429,lj-center-prule-stanovanje,LJ-mesto,Lj. Center,58.0,850.0,dvosobno,1963,2015,1,Agencija Nera d.o.o.,"58 m2, 2-sobno, zgrajeno l. 1963, adaptirano l. 2015, 1/4 nad., Na odlični lokaciji, 5-7 minut od strogega centra mesta,...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-prule-stanovanje_6301429/
6281405,lj-center-resljeva-stanovanje,LJ-mesto,Lj. Center,160.0,2200.0,petsobno,1898,2013,2,Nepremičnine Plus d.o.o.,"160 m2, 5 in večsobno, zgrajeno l. 1898, adaptirano l. 2013, 2/3 nad., bližina Zmajskega mostu, popolnoma obnovljeno in ...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-resljeva-stanovanje_6281405/
6268266,lj-center-resljeva-cesta-stanovanje,LJ-mesto,Lj. Center,74.0,1300.0,trisobno,1939,2017,VP,REGROUP d.o.o.,"74 m2, 3-sobno, zgrajeno l. 1939, adaptirano l. 2017, VP/5 nad., oddamo. Cena: cca 1.300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-resljeva-cesta-stanovanje_6268266/
6277550,lj-center-rozmanova-ulica-stanovanje,LJ-mesto,Lj. Center,91.36,1150.0,triinpolsobno,1905,,,"Nep Nepremičnine, Dejan Kuzma s.p.","91,36 m2, 3,5-sobno, zgrajeno l. 1905, Odlično vzdrževano in svetlo stanovanje, v urejenem in mirnem bloku, na zelo iska...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-rozmanova-ulica-stanovanje_6277550/
6275493,lj-center-rozmanova-ulica-stanovanje,LJ-mesto,Lj. Center,95.3,950.0,dvoinpolsobno,1905,2019,,"Nep Nepremičnine, Dejan Kuzma s.p.","95,3 m2, 2,5-sobno, zgrajeno l. 1905, adaptirano l. 2019, Odlično vzdrževano, prenovljeno in svetlo stanovanje, v urejen...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-rozmanova-ulica-stanovanje_6275493/
6237969,lj-center-rozna-dolina-short-rent-term-period-stanovanje,LJ-mesto,Lj. Center,56.0,990.0,garsonjera,1921,2008,,"Stoja trade, d.o.o., Ljubljana","56 m2, garsonjera, zgrajena l. 1921, adaptirana l. 2008, 2. nad., oddamo. Cena: 990,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-rozna-dolina-short-rent-term-period-stanovanje_6237969/
6301054,lj-center-s-pogledom-na-ljubljanico-stanovanje,LJ-mesto,Lj. Center,114.5,1500.0,,1997,1997,,Garant - Gabrijela Smuk s.p.,"114,5 m2, 4-sobno, adaptirano l. 1997, 1. nad., obnovljeni stavbi oddamo stanovanje, ki obsega predsobo, dnevno sobo z j...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-s-pogledom-na-ljubljanico-stanovanje_6301054/
6286143,lj-center-short-rent-term-period-stanovanje,LJ-mesto,Lj. Center,93.0,1250.0,dvosobno,1550,,3,"Komfort skupina d.o.o., nepremičnine","93 m2, 2-sobno, zgrajeno l. 1550, 3/3 nad., balkon, zaprta loža, možnost najema od oktobra 2019 dalje, oddamo. Cena: 1.2...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-short-rent-term-period-stanovanje_6286143/
6269254,lj-center-short-rent-term-period-stanovanje,LJ-mesto,Lj. Center,120.0,1000.0,trisobno,1550,,2,"Komfort skupina d.o.o., nepremičnine","120 m2, 3-sobno, zgrajeno l. 1550, 2/3 nad., short rent term period, oddamo. Cena: 1.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-short-rent-term-period-stanovanje_6269254/
6294601,lj-center-situla-stanovanje,LJ-mesto,Lj. Center,100.0,1450.0,dvoinpolsobno,2014,,,Zasebna ponudba,"100 m2, 2,5-sobno, zgrajeno l. 2014, Oddamo stanovanje v visokem nadstropju. Upravljanje s pametnimi inštalacijami. V ce...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-situla-stanovanje_6294601/
6217959,lj-center-situla-stanovanje,LJ-mesto,Lj. Center,146.0,3000.0,,2012,,18,Zasebna ponudba,"146 m2, 4-sobno, zgrajeno l. 2012, 18/19 nad., DUPLEX, 2 ali 3 parkirna mesta, klet, dve terasi s pogledom na JV Ljublja...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-situla-stanovanje_6217959/
6295232,lj-center-strogi-stanovanje,LJ-mesto,Lj. Center,52.0,700.0,dvosobno,1960,2010,1,Zasebna ponudba,"52 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2010, 1/11 nad., LJ. CENTER, STROGI 52 m2, 2-sobno, zgrajeno l. 1960, ad...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-strogi-stanovanje_6295232/
6297315,lj-center-strogi-stanovanje,LJ-mesto,Lj. Center,102.8,950.0,dvosobno,1932,2006,4,Senon d.o.o.,"102,8 m2, 2-sobno, zgrajeno l. 1932, adaptirano l. 2006, 4/5 nad., V strogem centru Ljubljane, oddamo prostorno in oprem...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-strogi-stanovanje_6297315/
6300601,lj-center-strogi-nasproti-rtv-ja-stanovanje,LJ-mesto,Lj. Center,10.0,200.0,Soba,1970,2010,8,Zasebna ponudba,"10 m2, soba, zgrajena l. 1970, adaptirana l. 2010, 8/10 nad., Opremljena enoposteljna soba v študentskem stanovanju v st...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-strogi-nasproti-rtv-ja-stanovanje_6300601/
6297956,lj-center-tabor-stanovanje,LJ-mesto,Lj. Center,91.2,1150.0,triinpolsobno,1905,2012,,"Stoja trade, d.o.o., Ljubljana","91,2 m2, 3,5-sobno, zgrajeno l. 1905, adaptirano l. 2012, 4. nad., oddamo. Cena: 1.150,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-tabor-stanovanje_6297956/
6294596,lj-center-trnovo-ziherlova-ulica-stanovanje,LJ-mesto,Lj. Center,58.0,800.0,dvosobno,1979,2012,2,Pronaj d.o.o.,"58 m2, 2-sobno, zgrajeno l. 1979, adaptirano l. 2012, 2/7 nad., oddamo. Cena: 800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-trnovo-ziherlova-ulica-stanovanje_6294596/
6299653,lj-center-trnovo-ziherlova-stanovanje,LJ-mesto,Lj. Center,40.2,600.0,enosobno,1980,,,Maridom nepremičnine d.o.o.,"40,2 m2, 1-sobno, zgrajeno l. 1980, 3. nad., primerno za eno osebo ali mlad par, polletno predplačilo, oddamo. Cena: 600...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-trnovo-ziherlova-stanovanje_6299653/
6295772,lj-center-trubarjeva-stanovanje,LJ-mesto,Lj. Center,86.0,1100.0,triinpolsobno,1968,,,"Sonce skupina d.o.o., PE Ljubljana","86 m2, 3,5-sobno, zgrajeno l. 1968, 11. nad., LJ. CENTER, 86 m2, 3,5 sobno, 11. nad., na Trubarjevi, lep razgled, opreml...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-trubarjeva-stanovanje_6295772/
6245290,lj-center-v-blizini-glavne-poste-stanovanje,LJ-mesto,Lj. Center,183.0,2500.0,,1931,2018,,Agencija Barbara nepremičnine d.o.o.,"183 m2, 4-sobno, zgrajeno l. 1931, adaptirano l. 2018, 2. nad., V strogem centru mesta v urejeni staromeščanski hiši odd...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-v-blizini-glavne-poste-stanovanje_6245290/
6297757,lj-center-valvasorjeva-ulica-stanovanje,LJ-mesto,Lj. Center,65.0,950.0,dvosobno,1967,2018,,Zasebna ponudba,"65 m2, 2-sobno, zgrajeno l. 1967, adaptirano l. 2018, visoko pritličje, oddamo. Cena: 950,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-valvasorjeva-ulica-stanovanje_6297757/
6279735,lj-center-vidovdanska-1-stanovanje,LJ-mesto,Lj. Center,75.5,1350.0,trisobno,1800,2017,2,Zasebna ponudba,"75,5 m2, 3-sobno, zgrajeno l. 1800, adaptirano l. 2017, 2/2 nad., 3. sobno stanovanje oddam. Ogrevanje, toplovod, el. pr...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-vidovdanska-1-stanovanje_6279735/
6259353,lj-center-vidovdanska-cesta-stanovanje,LJ-mesto,Lj. Center,75.5,1500.0,trisobno,1845,2019,2,"ENOTA real estate, nepremičninsko posredovanje, Eva Golc, s.p","75,5 m2, 3-sobno, zgrajeno l. 1845, adaptirano l. 2019, 2/2 nad., popolnoma prenovljeno, v fazi opremljanja, parkirno me...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-vidovdanska-cesta-stanovanje_6259353/
6017111,lj-center-vila-urbana-stanovanje,LJ-mesto,Lj. Center,137.0,2700.0,trisobno,2005,,,Rojal invest d.o.o.,"137 m2, 3-sobno, zgrajeno l. 2005, 2. nad., oddamo. Cena: 2.700,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-vila-urbana-stanovanje_6017111/
6295779,lj-center-vodmat-potrceva-ulica-stanovanje,LJ-mesto,Lj. Center,74.0,830.0,trisobno,1967,2003,5,REGROUP d.o.o.,"74 m2, 3-sobno, zgrajeno l. 1967, adaptirano l. 2003, 5/9 nad., prostorno svetlo funkcionalno delno opremljeno stanovanj...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-vodmat-potrceva-ulica-stanovanje_6295779/
6208667,lj-center-z-atrijem-stanovanje,LJ-mesto,Lj. Center,245.0,3500.0,petsobno,2009,,P,Garant - Gabrijela Smuk s.p.,"245 m2, 5 in večsobno, zgrajeno l. 2009, 85 m2 zemljišča, P/3 nad., oddamo nadstandardno pet sobno opremljeno stanovanje...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-z-atrijem-stanovanje_6208667/
6298058,lj-moste-stanovanje,LJ-mesto,Lj. Moste-Polje,20.0,350.0,Soba,2019,2019,,Zasebna ponudba,"20 m2, soba, adaptirana l. 2019, oddamo. Cena: 350,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-stanovanje_6298058/
6236692,lj-moste-stanovanje,LJ-mesto,Lj. Moste-Polje,58.8,670.0,enoinpolsobno,1968,2015,VP,Zasebna ponudba,"58,8 m2, 1,5-sobno, zgrajeno l. 1968, adaptirano l. 2015, 102 m2 zemljišča, VP/2 nad., oddamo. Cena: 670,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-stanovanje_6236692/
6286072,lj-moste-stanovanje,LJ-mesto,Lj. Moste-Polje,67.0,550.0,dvosobno,2019,2019,,Zasebna ponudba,"67 m2, 2-sobno, adaptirano l. 2019, V najem oddam 2 sobno stanovanje v mirnem okolju, oddamo. Cena: 550,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-stanovanje_6286072/
6278708,lj-moste-stanovanje,LJ-mesto,Lj. Moste-Polje,73.4,900.0,trisobno,1965,2010,10,LJUBLJANA NEPREMIČNINE d.o.o.,"73,4 m2, 3-sobno, zgrajeno l. 1965, adaptirano l. 2010, 10/12 nad., oddamo. Cena: 900,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-stanovanje_6278708/
6263260,lj-moste-stanovanje,LJ-mesto,Lj. Moste-Polje,93.0,1500.0,trisobno,1960,2016,P,"Stoja trade, d.o.o., Ljubljana","93 m2, 3-sobno, zgrajeno l. 1960, adaptirano l. 2016, P/2 nad., oddamo. Cena: 1.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-stanovanje_6263260/
6296146,lj-moste-stanovanje,LJ-mesto,Lj. Moste-Polje,140.0,2000.0,,2009,,,"Stoja trade, d.o.o., Ljubljana","140 m2, 4-sobno, zgrajeno l. 2009, oddamo. Cena: 2.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-stanovanje_6296146/
6281629,lj-moste-blizina-papirnice-vevce-stanovanje,LJ-mesto,Lj. Moste-Polje,12.0,170.0,Soba,2017,2017,M,Zasebna ponudba,"12 m2, soba, adaptirana l. 2017, 150 m2 zemljišča, M/1 nad., Oddamo posteljo v objektu. Cena najema vključuje stroške. p...",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-blizina-papirnice-vevce-stanovanje_6281629/
6297850,lj-moste-kodeljevo-povsetova-stanovanje,LJ-mesto,Lj. Moste-Polje,76.1,800.0,trisobno,1969,2003,4,Studio modul d.o.o.,"76,1 m2, 3-sobno, zgrajeno l. 1969, adaptirano l. 2003, 4/5 nad., oddamo. Cena: 800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-kodeljevo-povsetova-stanovanje_6297850/
6295262,lj-moste-lj-kajuhova-ulica-stanovanje,LJ-mesto,Lj. Moste-Polje,20.0,350.0,Soba,2019,2019,,Zasebna ponudba,"20 m2, soba, adaptirana l. 2019, adaptirana l. 2019, V večjem stanovanju oddamo pet opremljenih sob s souporabo skupnih ...",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-lj-kajuhova-ulica-stanovanje_6295262/
6282664,lj-moste-pri-gimnaziji-blizina-ukc-stanovanje,LJ-mesto,Lj. Moste-Polje,140.0,2000.0,,2009,,2,Zasebna ponudba,"140 m2, 4-sobno, zgrajeno l. 2009, 2/4 nad., Stanovanje 140 m2 v Mostah oddam, oddamo. Cena: 2.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-pri-gimnaziji-blizina-ukc-stanovanje_6282664/
6299230,lj-moste-stepanjsko-naselje-stanovanje,LJ-mesto,Lj. Moste-Polje,85.0,950.0,,1965,,1,Studio modul d.o.o.,"85 m2, 4-sobno, zgrajeno l. 1965, 1/1 nad., stanovanje v zgornjem delu urejene hiše, stanovanje se oddaja za določen čas...",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-stepanjsko-naselje-stanovanje_6299230/
6297854,lj-moste-zaloska-100-sotocje-ljubljanice-stanovanje,LJ-mesto,Lj. Moste-Polje,28.0,530.0,garsonjera,1966,2014,1,Zasebna ponudba,"28 m2, garsonjera, zgrajena l. 1966, adaptirana l. 2014, 1/4 nad., Stanovanje v mirni manjši večstan. stavbi obsega hodn...",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-zaloska-100-sotocje-ljubljanice-stanovanje_6297854/
6254678,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,18.0,300.0,Soba,1949,,3,Zasebna ponudba,"18 m2, soba, zgrajena l. 1949, 75 m2 zemljišča, 3/3 nad., Sobo oddamo s souporabo kuhinje, kopalnice, WC. . . Cena je cc...",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6254678/
6300394,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,18.0,400.0,Soba,2019,2019,,Zasebna ponudba,"18 m2, soba, adaptirana l. 2019, Soba 18 m2 prednost zaposlena in odgovorna oseba, oddamo. Cena: 400,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6300394/
6299788,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,24.9,500.0,garsonjera,1970,2018,,Zasebna ponudba,"24,9 m2, garsonjera, zgrajena l. 1970, adaptirana l. 2018, oddamo. Cena: 500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6299788/
6300158,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,31.0,550.0,garsonjera,1975,2014,2,Zasebna ponudba,"31 m2, garsonjera, zgrajena l. 1975, adaptirana l. 2014, 2/3 nad., Oddam garsonjera 31 m2. Garsonjera renovirana l. 2019...",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6300158/
6301076,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,49.2,700.0,dvosobno,2009,,,"Stoja trade, d.o.o., Ljubljana","49,2 m2, 2-sobno, zgrajeno l. 2009, 1. nad., oddamo. Cena: 700,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6301076/
6299328,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,55.0,840.0,dvosobno,2008,,,"Stoja trade, d.o.o., Ljubljana","55 m2, 2-sobno, zgrajeno l. 2008, 3. nad., oddamo. Cena: 840,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6299328/
6289251,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,61.2,1150.0,trisobno,2012,,,LJUBLJANA NEPREMIČNINE d.o.o.,"61,2 m2, 3-sobno, zgrajeno l. 2012, oddamo. Cena: 1.150,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6289251/
6295458,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,75.0,1200.0,trisobno,2010,,VP,Zasebna ponudba,"75 m2, 3-sobno, zgrajeno l. 2010, 132 m2 zemljišča, VP/1 nad., Luksuzno stanovanje z omejenim dostopom in pokrito garažo...",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6295458/
6292349,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,75.0,600.0,enoinpolsobno,1938,2015,,Makra as Marko Krajner s.p.,"75 m2, 1,5-sobno, zgrajeno l. 1938, adaptirano l. 2015, pritličje, Za obdobje enajstih mesecev oddamo lično opremljeno s...",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6292349/
6300188,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,75.0,900.0,trisobno,1968,,4,"Nepremičninska družba d.o.o., PE RE/MAX Vogal","75 m2, 3-sobno, zgrajeno l. 1968, 4/13 nad., V lepo vzdrževanem bloku na Tugomerjevi ulici 2 oddamo 3-sobno stanovanje z...",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6300188/
6300855,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,76.9,890.0,trisobno,1974,,,"Stoja trade, d.o.o., Ljubljana","76,9 m2, 3-sobno, zgrajeno l. 1974, oddamo. Cena: 890,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6300855/
6272170,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,86.1,1200.0,triinpolsobno,2013,,2,"Stoja trade, d.o.o., Ljubljana","86,1 m2, 3,5-sobno, zgrajeno l. 2013, 2/2 nad., oddamo. Cena: 1.200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6272170/
6293848,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,92.7,1400.0,trisobno,2009,,,"Stoja trade, d.o.o., Ljubljana","92,7 m2, 3-sobno, zgrajeno l. 2009, 5. nad., oddamo. Cena: 1.400,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6293848/
6294406,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,93.5,1150.0,trisobno,2006,2019,,Agencija Barbara nepremičnine d.o.o.,"93,5 m2, 3-sobno, zgrajeno l. 2006, adaptirano l. 2019, 2. nad., V sodobnem objektu oddamo moderno prostorno stanovanje....",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6294406/
6276753,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,99.87,1400.0,trisobno,2018,,,"Stoja trade, d.o.o., Ljubljana","99,87 m2, 3-sobno, zgrajeno l. 2018, 3. nad., oddamo. Cena: 1.400,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6276753/
6299979,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,102.8,900.0,trisobno,2001,,,"Stoja trade, d.o.o., Ljubljana","102,8 m2, 3-sobno, zgrajeno l. 2001, oddamo. Cena: 900,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6299979/
6282387,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,114.0,1450.0,trisobno,2018,,,"Stoja trade, d.o.o., Ljubljana","114 m2, 3-sobno, zgrajeno l. 2018, oddamo. Cena: 1.450,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6282387/
6297282,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,118.0,1350.0,trisobno,2011,,1,Rocco nepremičnine d.o.o.,"118 m2, 3-sobno, dupleks, zgrajeno l. 2011, 1/M, oddamo. Cena: 1.350,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6297282/
6158126,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,137.39,2100.0,petsobno,2005,,3,LJUBLJANA NEPREMIČNINE d.o.o.,"137,39 m2, 5 in večsobno, zgrajeno l. 2005, 3/4 nad., V Spodnji Šiški, na odlični in mirni lokaciji, oddamo luksuzno opr...",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6158126/
6287355,lj-siska-stanovanje,LJ-mesto,Lj. Šiška,166.92,2200.0,trisobno,2008,,,"Stoja trade, d.o.o., Ljubljana","166,92 m2, 3-sobno, zgrajeno l. 2008, oddamo. Cena: 2.200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_6287355/
6299624,lj-siska-pod-roznikom-stanovanje,LJ-mesto,Lj. Šiška,41.0,600.0,dvosobno,1960,2019,3,KREATIVDOM d.o.o.,"41 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2019, 3/3 nad., dvosobno stanovanje, popolnoma prenovljeno, oddamo. Cena...",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-pod-roznikom-stanovanje_6299624/
6290127,lj-siska-vodnikov-dvor-stanovanje,LJ-mesto,Lj. Šiška,90.0,1150.0,trisobno,2006,2016,2,Zasebna ponudba,"90 m2, 3-sobno, zgrajeno l. 2006, adaptirano l. 2016, 2/6 nad., 90 m2, 3-sobno delno opremljeno moderno stanovanje na iz...",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-vodnikov-dvor-stanovanje_6290127/
6284677,lj-siska-bellevie-stanovanje,LJ-mesto,Lj. Šiška,114.4,1450.0,trisobno,2019,,2,"Studio Domicil, d.o.o., Ljubljana","114,4 m2, 3-sobno, zgrajeno l. 2019, 2/4 nad., Ob parku Tivoli, v novi soseski Bellevue, nekaj minut sprehoda do strogeg...",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-bellevie-stanovanje_6284677/
6301507,lj-siska-celovska-stanovanje,LJ-mesto,Lj. Šiška,66.4,800.0,trisobno,1968,2019,6,Nepremičnina posredovanje d.o.o.,"66,4 m2, 3-sobno, zgrajeno l. 1968, adaptirano l. 2019, 6/8 nad., oddamo. Cena: cca 800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-celovska-stanovanje_6301507/
6294563,lj-siska-celovska-cesta-stanovanje,LJ-mesto,Lj. Šiška,71.0,850.0,trisobno,1975,,9,"GAZELA NEPREMIČNINE, Jelka Perner s.p.","71 m2, 3-sobno, zgrajeno l. 1975, 9/12 nad., oddamo. Cena: 850,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-celovska-cesta-stanovanje_6294563/
6301287,lj-siska-celovska-cesta-287-stanovanje,LJ-mesto,Lj. Šiška,60.0,200.0,dvoinpolsobno,1980,,,Zasebna ponudba,"60 m2, 2,5-sobno, zgrajeno l. 1980, visoko pritličje, oddamo. Cena: max. 200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-celovska-cesta-287-stanovanje_6301287/
6301394,lj-siska-celovski-dvori-stanovanje,LJ-mesto,Lj. Šiška,105.2,920.0,trisobno,2009,,,Impressa d.o.o.,"105,2 m2, 3-sobno, zgrajeno l. 2009, 9. nad., Oddamo delno opremljeno stanovanje v naselju Celovški dvori. Vselitev po d...",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-celovski-dvori-stanovanje_6301394/
6301282,lj-siska-kino-siska-stanovanje,LJ-mesto,Lj. Šiška,41.0,500.0,dvosobno,1963,,1,Zasebna ponudba,"41 m2, 2-sobno, zgrajeno l. 1963, 1/4 nad., Blizina osnovne šole, zdravstveni dom, avtobusne postaje. Kličite po 16. uri...",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-kino-siska-stanovanje_6301282/
6297056,lj-siska-ob-celovski-cesti-stanovanje,LJ-mesto,Lj. Šiška,66.4,800.0,trisobno,1968,2019,6,Zasebna ponudba,"66,4 m2, 3-sobno, zgrajeno l. 1968, adaptirano l. 2019, 6/8 nad., oddamo. Cena: 800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-ob-celovski-cesti-stanovanje_6297056/
6301501,lj-siska-ob-vodnikovi-c-stanovanje,LJ-mesto,Lj. Šiška,70.0,600.0,dvosobno,1999,,,Lares nepremičninska družba d.o.o.,"70 m2, 2-sobno, zgrajeno l. 1999, 1. nad., Stanovanje predstavlja eno etažo stanovanjske hiše. Je urejeno in popolnoma o...",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-ob-vodnikovi-c-stanovanje_6301501/
6298370,lj-siska-spodnja-stanovanje,LJ-mesto,Lj. Šiška,74.0,700.0,dvosobno,1947,2001,1,Zasebna ponudba,"74 m2, 2-sobno, zgrajeno l. 1947, adaptirano l. 2001, 1/3 nad., 2-sobno, površine 74 m2, v prvem nadstropju večstanovanj...",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-spodnja-stanovanje_6298370/
